	premise	hypothesis	type-of-inference	metadata	label
7819	Krysten tweeted: '#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie... http://t.co/tneK7j3Jc9'	Krysten was ironic	irony	{'corpus-sent-id': 1850, 'split': 'train'}	entailment
7820	Edwin tweeted: 'I'm not really sure how I'm still alive and writing this paper right. Napping instead of sleeping on the weekends isn't cutting it #finals'	Edwin was ironic	irony	{'corpus-sent-id': 1851, 'split': 'train'}	entailment
7821	Eli tweeted: '@StuartScott @espn Rest well Stuart, you were a man of grace & courage. May your family find peace.'	Eli was ironic	irony	{'corpus-sent-id': 1852, 'split': 'train'}	entailment
7822	John tweeted: '@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.'	John was ironic	irony	{'corpus-sent-id': 1853, 'split': 'train'}	entailment
7823	Thomas tweeted: 'Couldn't have asked for a better night.'	Thomas was ironic	irony	{'corpus-sent-id': 1854, 'split': 'train'}	entailment
7824	Michael tweeted: '@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days'	Michael was ironic	irony	{'corpus-sent-id': 1855, 'split': 'train'}	entailment
7825	Clemente tweeted: 'He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler Styris on HSohail. #pakvnz '	Clemente was ironic	irony	{'corpus-sent-id': 1856, 'split': 'train'}	entailment
7826	Millie tweeted: 'hit 1000 follower on instagram, ive officially made it in life '	Millie was ironic	irony	{'corpus-sent-id': 1857, 'split': 'train'}	entailment
7827	Ryker tweeted: 'Look! It's a white Christmas after all!  #MinnesotaProblems http://t.co/fFGDuJxgBj'	Ryker was ironic	irony	{'corpus-sent-id': 1858, 'split': 'train'}	entailment
7828	"Zachary tweeted: '@JoeUnseen @NBAtheist |""Colored?"" |Don't they prefer ""negro"" now?|'"	Zachary was ironic	irony	{'corpus-sent-id': 1859, 'split': 'train'}	entailment
7829	Markiya tweeted: 'It's not possible to have enough time'	Markiya was ironic	irony	{'corpus-sent-id': 1860, 'split': 'train'}	entailment
7830	David tweeted: 'Library computer has frozen again #shocker '	David was ironic	irony	{'corpus-sent-id': 1861, 'split': 'train'}	entailment
7831	Anthony tweeted: 'BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP  #MufflerMan http://t.co/eMUWoK00Tl'	Anthony was ironic	irony	{'corpus-sent-id': 1862, 'split': 'train'}	entailment
7832	Isaac tweeted: 'My last final today then straight to my surgeons #WhatAGoodWeek '	Isaac was ironic	irony	{'corpus-sent-id': 1863, 'split': 'train'}	entailment
7833	Pricilla tweeted: 'Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:'	Pricilla was ironic	irony	{'corpus-sent-id': 1864, 'split': 'train'}	entailment
7834	Emerson tweeted: 'Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun. '	Emerson was ironic	irony	{'corpus-sent-id': 1865, 'split': 'train'}	entailment
7835	Landen tweeted: 'I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker '	Landen was ironic	irony	{'corpus-sent-id': 1866, 'split': 'train'}	entailment
7836	Evan tweeted: 'Lighting now setup on the #Malawi #Aquarium... Water tomorrow! #Cichlids #NoFilter #MarineWhite http://t.co/7VWnRNzgCk'	Evan was ironic	irony	{'corpus-sent-id': 1867, 'split': 'train'}	entailment
7837	Haydan tweeted: 'Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.'	Haydan was ironic	irony	{'corpus-sent-id': 1868, 'split': 'train'}	entailment
7838	Kaiah tweeted: 'OK, OK, GEEZ! I KNOW ALREADY! @itzwikipedia @engrossingfacts @mysteriousfact #totally  #repetetive http://t.co/WKbijSPVtL'	Kaiah was ironic	irony	{'corpus-sent-id': 1869, 'split': 'train'}	entailment
7839	Brody tweeted: '@_XenaaSkky I.e., strength in numbers, focused movement, appeal to other countries, use pens and paper, change the way we live drastically.'	Brody was ironic	irony	{'corpus-sent-id': 1870, 'split': 'train'}	entailment
7840	"Holland tweeted: '@KbJ5: Things to complain about on Christmas day. I have a pimple in my ear"" @Delakotze #ThanksObama""  #LegitReasonToComplain'"	Holland was ironic	irony	{'corpus-sent-id': 1871, 'split': 'train'}	entailment
7841	Cash tweeted: '@RenuGill_x someone's on the defensive...if the shoe fits :frog_face::hot_beverage:️'	Cash was ironic	irony	{'corpus-sent-id': 1872, 'split': 'train'}	entailment
7842	Esmeralda tweeted: 'Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday '	Esmeralda was ironic	irony	{'corpus-sent-id': 1873, 'split': 'train'}	entailment
7843	Shylah tweeted: 'It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police. '	Shylah was ironic	irony	{'corpus-sent-id': 1874, 'split': 'train'}	entailment
7844	Isaiah tweeted: '@whittmj1128 @Johnubacon @SamWebb77 this is true, the Patriots, Packers, or Broncos could suddenly need a new coach  #itshappening'	Isaiah was ironic	irony	{'corpus-sent-id': 1875, 'split': 'train'}	entailment
7845	Andres tweeted: '#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle'	Andres was ironic	irony	{'corpus-sent-id': 1876, 'split': 'train'}	entailment
7846	Zuleima tweeted: ' I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD'	Zuleima was ironic	irony	{'corpus-sent-id': 1877, 'split': 'train'}	entailment
7847	Jesse tweeted: '@bluedemloyalty , former Chairwoman, US Commission on Civil Rights'	Jesse was ironic	irony	{'corpus-sent-id': 1878, 'split': 'train'}	entailment
7848	Ethan tweeted: 'Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt   #ready'	Ethan was ironic	irony	{'corpus-sent-id': 1879, 'split': 'train'}	entailment
7849	Nora tweeted: '@RabbiJason @JewishNewsDet By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion'	Nora was ironic	irony	{'corpus-sent-id': 1880, 'split': 'train'}	entailment
7850	Darlene tweeted: 'Such a long day :/ #wrecked'	Darlene was ironic	irony	{'corpus-sent-id': 1881, 'split': 'train'}	entailment
7851	Tyler tweeted: 'The downside to working in fisheries and conservation is that you can rarely afford the cool things that promote your job '	Tyler was ironic	irony	{'corpus-sent-id': 1882, 'split': 'train'}	entailment
7852	Hanna tweeted: ' #adanisJet lol @kapsology: Irony committed suicide jumping from Adani's jet! #LoveJihad & #Gharwapsi orphaned! http://t.co/SmP0QQfHdD'	Hanna was ironic	irony	{'corpus-sent-id': 1883, 'split': 'train'}	entailment
7853	Jayda tweeted: 'Just gave Imperfecto a 3.5/5 rating on @Zomato http://t.co/ZASH9jjB4x'	Jayda was ironic	irony	{'corpus-sent-id': 1884, 'split': 'train'}	entailment
7854	Dominic tweeted: '@HELENOHENZO Your not understanding something, does  make you an expert in the field.'	Dominic was ironic	irony	{'corpus-sent-id': 1885, 'split': 'train'}	entailment
7855	Kevin tweeted: 'One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG'	Kevin was ironic	irony	{'corpus-sent-id': 1886, 'split': 'train'}	entailment
7856	Yann tweeted: 'I'm so glad I work a double on New Year's Eve and then most of New Year's Day...  #pissed'	Yann was ironic	irony	{'corpus-sent-id': 1887, 'split': 'train'}	entailment
7857	Ashton tweeted: '@PompeyAirways yeah, and you ignored my point...'	Ashton was ironic	irony	{'corpus-sent-id': 1888, 'split': 'train'}	entailment
7858	Abram tweeted: '@KevinnCyrus lol of course it's the best!! '	Abram was ironic	irony	{'corpus-sent-id': 1889, 'split': 'train'}	entailment
7859	"Gavin tweeted: '@jodalatour @FoxNews Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""'"	Gavin was ironic	irony	{'corpus-sent-id': 1890, 'split': 'train'}	entailment
7860	"Merary tweeted: '@kaist455 Oh, come on. Give her a chance with her trust worthy SNS warriors and her followers in that ""Uber-Right wing"" portal. '"	Merary was ironic	irony	{'corpus-sent-id': 1891, 'split': 'train'}	entailment
7861	Adalie tweeted: 'So that went well '	Adalie was ironic	irony	{'corpus-sent-id': 1892, 'split': 'train'}	entailment
7862	Rickey tweeted: '@TobiasHellquist wow, that is some fluent finnish '	Rickey was ironic	irony	{'corpus-sent-id': 1893, 'split': 'train'}	entailment
7863	Isaiah tweeted: '#SocialMedia Where it's perfectly normal to talk to people in pictures ! '	Isaiah was ironic	irony	{'corpus-sent-id': 1894, 'split': 'train'}	entailment
7864	"Jack tweeted: '@Cyclocosm Hey, he DOES have the word ""ban"" on his home page like two or three times though. #AcknowledgementIsFirstStep '"	Jack was ironic	irony	{'corpus-sent-id': 1895, 'split': 'train'}	entailment
7865	"Aliya tweeted: '@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @ThatKevinSmith http://t.co/5CGoJWvlTL'"	Aliya was ironic	irony	{'corpus-sent-id': 1896, 'split': 'train'}	entailment
7866	Austin tweeted: '@MauriceFosso now that's just mean.  #sorrynotsorry'	Austin was ironic	irony	{'corpus-sent-id': 1897, 'split': 'train'}	entailment
7867	Korbin tweeted: 'How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple '	Korbin was ironic	irony	{'corpus-sent-id': 1898, 'split': 'train'}	entailment
7868	Brynna tweeted: 'A year ago this would be just a writing on a t-shirt  anymore all thanks to @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX'	Brynna was ironic	irony	{'corpus-sent-id': 1899, 'split': 'train'}	entailment
7869	Estrella tweeted: 'Goodie bags for 2nd grade are done! #whatsnext?'	Estrella was ironic	irony	{'corpus-sent-id': 1900, 'split': 'train'}	entailment
7870	Daniel tweeted: 'But nooooo we have religious freedoms, no one ever gets controlled or oppressed by a dominant religion '	Daniel was ironic	irony	{'corpus-sent-id': 1901, 'split': 'train'}	entailment
7871	Carleigha tweeted: 'Good luck today DJ Durkin. It is NOT great to be a Florida gator. | |#fuckUF'	Carleigha was ironic	irony	{'corpus-sent-id': 1902, 'split': 'train'}	entailment
7872	Warren tweeted: 'And then there was none. Goodbye beard (of sorts) #MensFashion  http://t.co/OXvQMOBzSB'	Warren was ironic	irony	{'corpus-sent-id': 1903, 'split': 'train'}	entailment
7873	Ianna tweeted: 'Horses are just hornless unicorns :O ||#enlightened #mystical #wow  #on #drugs'	Ianna was ironic	irony	{'corpus-sent-id': 1904, 'split': 'train'}	entailment
7874	Felix tweeted: 'Last day of the working week and let's see just how bad it can get! #positive '	Felix was ironic	irony	{'corpus-sent-id': 1905, 'split': 'train'}	entailment
7875	Noah tweeted: 'I wish a mf would :fisted_hand_sign::fisted_hand_sign:| my day!'	Noah was ironic	irony	{'corpus-sent-id': 1906, 'split': 'train'}	entailment
7876	Alexi tweeted: 'It's  #cute to be awake right now'	Alexi was ironic	irony	{'corpus-sent-id': 1907, 'split': 'train'}	entailment
7877	Ryan tweeted: 'Angry-face #Leo #Kids #Fun #Face #Angry  http://t.co/w0MnWIGNrM'	Ryan was ironic	irony	{'corpus-sent-id': 1908, 'split': 'train'}	entailment
7878	Rolando tweeted: '@CjCarson17 only children at home status. Woohoo Isn't it fun...:unamused_face::pensive_face: '	Rolando was ironic	irony	{'corpus-sent-id': 1909, 'split': 'train'}	entailment
7879	Isis tweeted: 'What wonderful weather we are having...I might need sunscreen today :smiling_face_with_sunglasses:  󾍁'	Isis was ironic	irony	{'corpus-sent-id': 1910, 'split': 'train'}	entailment
7880	"Rosella tweeted: 'But not a grocery store or pharmacy. Sensible.  ""@GRPress: Offices or apartments? owners of Monroe Avenue factory ponder options""'"	Rosella was ironic	irony	{'corpus-sent-id': 1911, 'split': 'train'}	entailment
7881	Dylan tweeted: 'At least my tan looks good :flushed_face::face_with_tears_of_joy:  need to learn to appreciate my pale skin :see-no-evil_monkey:'	Dylan was ironic	irony	{'corpus-sent-id': 1912, 'split': 'train'}	entailment
7882	Connor tweeted: 'well today is gonna be a great day :ok_hand_sign: '	Connor was ironic	irony	{'corpus-sent-id': 1913, 'split': 'train'}	entailment
7883	Corbin tweeted: ' is too complex a word for him to understand @BigJdog916 @RBRNetwork1 @DywanWII'	Corbin was ironic	irony	{'corpus-sent-id': 1914, 'split': 'train'}	entailment
7884	Davida tweeted: '67 is such a beauty :unamused_face:  #manitibaprobs'	Davida was ironic	irony	{'corpus-sent-id': 1915, 'split': 'train'}	entailment
7885	Gunner tweeted: 'Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature'	Gunner was ironic	irony	{'corpus-sent-id': 1916, 'split': 'train'}	entailment
7886	Musa tweeted: 'FOR SHAME .. THIRD TIME ... Pregnant Duchess wears designer dress for the THIRD time in New York http://t.co/hKXpFkKWZ0 via @Femail '	Musa was ironic	irony	{'corpus-sent-id': 1917, 'split': 'train'}	entailment
7887	Briggs tweeted: '@scholey89 Nah, I don't think he says 'f*ck' enough on that album!  #angryman #oldschool'	Briggs was ironic	irony	{'corpus-sent-id': 1918, 'split': 'train'}	entailment
7888	Micah tweeted: 'Gotta record my favorite show Tamar&Vince season finale!!!:purple_heart:'	Micah was ironic	irony	{'corpus-sent-id': 1919, 'split': 'train'}	entailment
7889	Kade tweeted: 'Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99 http://t.co/cj8njWXwNu'	Kade was ironic	irony	{'corpus-sent-id': 1920, 'split': 'train'}	entailment
7890	Bastian tweeted: 'Sums up my week really  #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy'	Bastian was ironic	irony	{'corpus-sent-id': 1921, 'split': 'train'}	entailment
7891	Dylan tweeted: '@KSeaboldt The pace of KCRoyals activity at the Winter Meetings is giving me vertigo! '	Dylan was ironic	irony	{'corpus-sent-id': 1922, 'split': 'train'}	entailment
7892	"Tyler tweeted: 'says women & blacks are a different ""species"" @Dolphin__Man @RBRNetwork1 @HarryThetech76 @TimOwensby @TheOldBreed1775'"	Tyler was ironic	irony	{'corpus-sent-id': 1923, 'split': 'train'}	entailment
7893	Collin tweeted: 'I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor'	Collin was ironic	irony	{'corpus-sent-id': 1924, 'split': 'train'}	entailment
7894	Reese tweeted: 'So excited to spend the next 12 hours at school. '	Reese was ironic	irony	{'corpus-sent-id': 1925, 'split': 'train'}	entailment
7895	Matteo tweeted: 'The ER sucked tonight ... Urgent Care tomorrow .... YAY  #fml #ugh'	Matteo was ironic	irony	{'corpus-sent-id': 1926, 'split': 'train'}	entailment
7896	Nathan tweeted: 'Too blessed to be stressed. So hype for next year! #HAILSTATE http://t.co/F80bfGO5vp'	Nathan was ironic	irony	{'corpus-sent-id': 1927, 'split': 'train'}	entailment
7897	Lexiana tweeted: 'Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead :face_with_tears_of_joy:  #NeedAGoodLaugh http://t.co/ETKxZpfv5X'	Lexiana was ironic	irony	{'corpus-sent-id': 1928, 'split': 'train'}	entailment
7898	Andrew tweeted: 'Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty'	Andrew was ironic	irony	{'corpus-sent-id': 1929, 'split': 'train'}	entailment
7899	Alexandria tweeted: 'Love waking up to grumpy people '	Alexandria was ironic	irony	{'corpus-sent-id': 1930, 'split': 'train'}	entailment
7900	Joshua tweeted: '@businessinsider: T-Mobile's CEO thinks the Apple Watch is going to be huge http://t.co/i9nN1zTcGs <-- I do, too.'	Joshua was ironic	irony	{'corpus-sent-id': 1931, 'split': 'train'}	entailment
7901	David tweeted: 'So that was the inception episode. Down to the tangerine/ spinning top. Subtle. '	David was ironic	irony	{'corpus-sent-id': 1932, 'split': 'train'}	entailment
7902	David tweeted: 'i can always count on freshmen to make the library loud. THANKS '	David was ironic	irony	{'corpus-sent-id': 1933, 'split': 'train'}	entailment
7903	Koen tweeted: '@Parlett316 he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.'	Koen was ironic	irony	{'corpus-sent-id': 1934, 'split': 'train'}	entailment
7904	Giada tweeted: '@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools. '	Giada was ironic	irony	{'corpus-sent-id': 1935, 'split': 'train'}	entailment
7905	Mason tweeted: 'Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather  #fool #festive500'	Mason was ironic	irony	{'corpus-sent-id': 1936, 'split': 'train'}	entailment
7906	Kaitlyn tweeted: 'Might go back to bed it's easier then making the effort @PatrickRowe123   #wrong :face_with_tears_of_joy::loudly_crying_face:'	Kaitlyn was ironic	irony	{'corpus-sent-id': 1937, 'split': 'train'}	entailment
7907	Andrei tweeted: '@outsilver87 @LasVegasCapper Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money! '	Andrei was ironic	irony	{'corpus-sent-id': 1938, 'split': 'train'}	entailment
